11,12,14,12,-0.8721567681562941
11,12,14,11,-0.28885789461992245
11,12,13,15,-0.2956917727636709
11,12,13,14,-2.0009933447321124
11,12,13,13,-0.2027711738137762
11,12,13,12,-2.4321289164824984
11,12,13,11,0.8578052234737601
11,12,12,16,1.5678531154339193
11,12,12,15,-0.0038120375472477665
11,12,12,14,-0.6063582453000484
11,12,12,13,0.5449424279582221
11,12,12,12,-1.347901849205275
11,12,12,11,-0.9483719510913
11,12,11,16,0.4819104159021314
11,12,11,15,-0.9377508709130866
11,12,11,14,0.6226212251360773
11,12,11,13,0.41515265430414244
11,12,11,12,0.19292738023318823
11,12,10,16,0.31816026598122243
11,12,10,15,-0.2720385003341563
11,12,10,14,1.2047289658557487
11,12,10,13,-0.5939219882264122
11,11,15,13,0.41025773986421843
11,11,15,12,-1.8581969987195763
11,11,15,11,1.5516470306380352
11,11,14,15,-2.4057747069731765
11,11,14,14,-0.6007506297254401
11,11,14,13,1.0963374053450972
11,11,14,12,-0.4817867348211928
11,11,14,11,0.3583463444942717
11,11,13,16,-1.0047172672680715
11,11,13,15,-0.4293688015118137
11,11,13,14,0.005809363716560057
11,11,13,13,-0.9313227268652534
11,11,13,12,-0.0017476050054650338
11,11,13,11,0.9107996963097013
11,11,12,16,-0.5361604324420227
11,11,12,15,0.4169758554033087
11,11,12,14,-0.2473658531736883
11,11,12,13,0.4698955051361282
11,11,12,12,0.040456023635527666
11,11,12,11,-0.9218564192749272
11,11,11,16,-0.8296943534930888
11,11,11,15,-1.1649942745410422
11,11,11,14,0.8137026646261751
11,11,11,13,-0.19218603908368306
11,11,11,12,-0.7862859902177262
11,11,10,15,0.18984140094554078
11,11,10,14,0.41733194488957764
11,11,10,13,0.4401248280628159
11,10,15,15,-0.36650922710659367
11,10,15,14,-0.3029828764460969
11,10,15,13,0.49950379259225675
11,10,15,12,-0.024121782355120063
11,10,14,15,1.1655437377780018
11,10,14,14,1.1171947253639674
11,10,14,13,-1.5507548122650567
11,10,14,12,-0.2761425455717773
11,10,14,11,0.38410949595692007
11,10,13,16,-0.6889945191175908
11,10,13,15,-0.18778960419519153
11,10,13,14,-1.3720542813105805
11,10,13,13,0.9965461844247498
11,10,13,12,-0.4932394536363298
11,10,13,11,-0.0000323109722613565
11,10,12,16,0.4469947831753333
11,10,12,15,0.266454380733038
11,10,12,14,-0.29682763201073986
11,10,12,13,-0.3258207314552058
11,10,12,12,1.2364637410315882
11,10,11,16,-0.445100840842618
11,10,11,15,0.9027530865033839
11,10,11,14,0.27477736977814693
11,10,11,13,-0.7756040040477782
11,10,11,12,-0.4343627456243508
11,10,10,15,-0.0022555683441118865
11,10,10,14,1.666130398205956
11,9,15,14,-0.5016361644339322
11,9,15,13,0.9522446042264473
11,9,15,11,1.2518583894072643
11,9,14,15,-1.284711656097775
11,9,14,14,0.8917485033183682
11,9,14,13,0.8681485130240513
11,9,14,12,-1.4098818632857026
11,9,13,16,0.513031645764326
11,9,13,15,1.1768864919817248
11,9,13,14,-0.37190657592219306
11,9,13,13,0.4341387472902933
11,9,13,12,-1.1053055277082051
11,9,12,16,-0.7134594789798542
11,9,12,15,0.15723233809413076
11,9,12,14,-0.3197201599496898
11,9,12,13,1.9266867493434494
11,9,11,15,1.433740602047559
11,9,11,14,-1.510349036741232
10,26,16,2,0.5167143871978396
10,20,2,28,47.017732710398704
10,18,2,10,0.8412150082946106
10,14,10,20,-0.9949053715306636
10,13,14,13,1.4867477802755795
10,13,14,12,-0.1639245710376495
10,13,13,14,2.309467950976416
10,13,13,13,1.0144096639273565
10,13,13,12,-0.234800212526788
10,13,12,15,-0.3600844354561119
10,13,12,14,1.566127940178006
10,13,12,13,1.4138258137603978
10,13,12,12,1.3833170544419333
10,13,11,15,0.09222961195795833
10,13,11,14,-0.13760279872677442
10,13,11,13,-0.6851189254272041
10,12,15,12,1.3610601999067091
10,12,14,15,2.4951299962538496
10,12,14,14,-0.044033207431168085
10,12,14,13,1.0178760736756387
10,12,14,12,0.44009105908371654
10,12,14,11,1.946918478746475
10,12,13,16,-1.5890931348860478
10,12,13,15,1.0574304778098376
10,12,13,14,-0.11946947173587844
10,12,13,13,1.102235368413933
10,12,13,12,-1.1987167477012006
10,12,13,11,-0.3736595358528703
10,12,12,16,-1.2105997476842016
10,12,12,15,0.5340750300147724
10,12,12,14,1.5463790696498871
10,12,12,13,-0.7151414468143352
10,12,12,12,0.9737052579983015
10,12,11,16,0.19020569679326318
10,12,11,15,-1.8224185652604934
10,12,11,14,1.2065981235950873
10,12,11,13,0.18730340264188947
10,12,10,16,0.5755094746808723
10,12,10,15,2.0495285805641337
10,12,10,14,-0.7831229604697714
10,12,10,13,-0.6076697834892717
10,12,0,10,0.49694462534302536
10,11,15,14,-0.1737014104162733
10,11,15,13,-2.681578351863807
10,11,15,12,0.285894618818914
10,11,15,11,-0.22593512156128742
10,11,14,16,-0.6895632055990144
10,11,14,15,0.08735973349583485
10,11,14,14,-0.1743312833030033
10,11,14,13,-0.5854646354068265
10,11,14,12,0.18982089967525398
10,11,14,11,-0.5691640115208101
10,11,13,17,1.068182290774365
10,11,13,16,-0.39112606358925983
10,11,13,15,2.1774790507373907
10,11,13,14,-0.3145408227547935
10,11,13,13,0.428461748786119
10,11,13,12,-0.9470017628454581
10,11,13,11,0.5009600162198382
10,11,12,17,-0.6876853081273713
10,11,12,16,-1.2621751776829842
10,11,12,15,1.0451887115484473
10,11,12,14,0.6009114821113319
10,11,12,13,0.7196729020780166
10,11,12,12,-0.979749992107579
10,11,11,16,1.072444321169366
10,11,11,15,-0.34107078707710115
10,11,11,14,1.0333287062808783
10,11,11,13,0.29151944103451566
10,11,10,16,1.1367274101950575
10,11,10,15,-0.2776815295774511
10,11,10,14,-1.4968829172065643
10,10,15,15,-0.49264363846466397
10,10,15,14,1.1577526607276707
10,10,15,13,0.15655888700082904
10,10,15,12,-0.6676173291293372
10,10,14,16,1.2653557874178942
10,10,14,15,0.688016515960566
10,10,14,14,0.5110841742417195
10,10,14,13,-1.360120345646926
10,10,14,12,-0.2150342898185898
10,10,13,16,0.4497687509178706
10,10,13,15,-2.4683473291406965
10,10,13,14,-0.7639123083015695
10,10,13,13,-0.4440495404489911
10,10,13,12,-0.21094043122745504
10,10,12,17,-0.04661944359664471
10,10,12,16,0.14116804527248406
10,10,12,15,1.6166339915873356
10,10,12,14,0.19837236487013918
10,10,12,13,-0.9754008307705684
10,10,12,12,1.265298288950116
10,10,11,16,-0.5548422776121683
10,10,11,15,-1.7691461741104708
10,10,11,14,0.22158938092610156
10,10,10,16,0.008950031423592852
10,9,15,14,-0.06006478338171072
10,9,15,13,-2.674071474309156
10,9,14,16,-0.9512839030783061
10,9,14,15,-0.31623377287787535
10,9,14,14,0.8287462428336541
10,9,14,13,-0.654800929577077
10,9,13,16,-0.8435071406345418
10,9,13,15,1.0943662289041567
10,9,13,14,1.4658154229199525
10,9,13,13,0.1525204555014737
10,9,12,16,-0.047440126693820424
10,9,12,15,0.5829018296205432
10,9,12,14,0.18333578659546085
10,9,12,13,-0.04406950639704684
10,9,11,16,0.6239172823455075
10,8,12,10,0.25127029028657943
10,6,6,8,0.43534505689391173
10,4,20,2,-0.2812816134940768
10,4,12,18,1.1495961338879164
10,2,40,6,104.51259900534852
10,2,30,12,0.051849978384271696
9,13,13,15,-0.2534523506411571
9,13,13,14,-0.04660545425306954
9,13,13,13,0.1311735620205199
9,13,12,15,-1.3164612012818415
9,13,12,14,0.701935957677886
9,13,12,13,0.6032805101897446
9,13,11,14,-1.009636754606696
9,12,15,14,-0.2599212520852925
9,12,14,15,0.0022054962033493143
9,12,14,14,0.6815043731739971
9,12,14,13,-2.1601880014901185
9,12,13,16,2.286919980590761
9,12,13,15,-1.0377749722128518
9,12,13,14,1.8345016580296423
9,12,13,13,-0.11014493457598935
9,12,13,12,1.4198664844586015
9,12,12,16,-0.33195696884273884
9,12,12,15,2.0509529603325247
9,12,12,14,-1.5614273341279759
9,12,12,13,0.2756660488312538
9,12,11,16,-1.502876308730617
9,12,11,15,0.4494741664259418
9,12,11,14,1.115230544664583
9,12,11,13,2.0238863000855316
9,12,10,16,-0.6233175985039767
9,11,15,15,-1.7876640510795208
9,11,15,14,0.7991722342049739
9,11,15,13,-0.04505144711119692
9,11,14,16,-0.42922063675279565
9,11,14,15,1.1367267260851428
9,11,14,14,-0.6013656339948037
9,11,14,13,0.14792923831485041
9,11,14,12,1.0612008347999302
9,11,13,16,-0.9233064088711911
9,11,13,15,-0.03375759843188544
9,11,13,14,-0.047761186368750534
9,11,13,13,-0.19687892381471095
9,11,13,12,-1.3077432540031415
9,11,12,16,0.7408369271597992
9,11,12,15,-0.29632233521110823
9,11,12,14,0.7287530325716647
9,11,12,13,1.531276630710069
9,11,12,12,0.6481162282740451
9,11,11,17,-0.4870243545609696
9,11,11,16,-1.033699272695146
9,11,11,15,-0.8965086123600967
9,11,11,14,0.8231155230340281
9,11,10,15,1.1537451603572781
9,10,15,14,-0.7204198427346291
9,10,15,13,0.19165551758767763
9,10,14,16,-0.4260413685851118
9,10,14,15,-1.6607043227205405
9,10,14,14,0.2144715039096325
9,10,14,13,1.3395996057828141
9,10,13,16,1.245155645564921
9,10,13,15,0.3678000450315306
9,10,13,14,-2.2965446040912063
9,10,13,13,-0.09412956172117783
9,10,12,17,0.38982428394143026
9,10,12,16,0.4864713979744527
9,10,12,15,0.8653944752645742
9,10,12,14,0.1665121137396556
9,10,11,16,-0.0013294882223208915
9,10,11,15,-0.995499280266607
9,9,14,15,-0.7036537759267325
9,9,14,14,-1.3907642367583737
9,9,13,16,1.1541729956858997
9,9,13,15,0.13983907085679953
8,42,0,2,17.796280782540553
8,26,14,6,-0.35445823731792736
8,20,12,12,-0.18059607232628283
8,12,14,14,1.412633297515899
8,12,13,15,0.1288882744408753
8,12,13,14,0.2801627810464611
8,12,12,15,-0.915753684503825
8,11,14,14,-0.536260024184416
8,11,13,16,-0.6123088488639771
8,11,13,15,0.1207612500605659
8,11,13,14,1.3859185415929856
8,11,12,15,-1.1822328563213194
8,10,13,15,0.7192132244666882
8,10,12,15,0.6252516652042799
8,10,8,26,1.9933572009269807
8,8,28,0,-0.22848076373067505
8,6,38,8,31.106320992642488
8,6,2,20,-0.4500983191576631
8,4,4,2,0.7020909500070723
8,2,22,4,-0.6695571614696729
6,48,6,0,137.83735406059728
6,26,2,22,0.4825907990985508
6,14,8,24,-0.13945643684081827
6,10,10,28,-0.7072506453429654
6,10,6,8,0.20338218718066503
6,6,34,12,-0.77006890103051
6,6,30,12,1.3705854715438257
6,6,8,40,0.6997212139884499
6,6,6,20,-0.1704970274283968
4,26,18,2,-1.0093728555340185
4,26,2,22,-1.759529557606908
4,20,20,2,-0.6191013657931613
4,18,4,22,-0.1866763453448132
4,14,16,0,1.0418151482059634
4,14,0,32,-0.9165005654375397
4,12,38,6,102.9704905753705
4,8,10,18,0.09943338115842898
4,6,32,4,0.9815349453993155
4,6,26,22,-0.04267024000554259
4,6,20,14,1.6474018113727846
4,4,26,26,-0.4058003717907664
4,2,4,10,-0.38784613223579123
4,2,0,52,29.67049544882671
4,2,0,38,-0.3132320282305066
4,0,2,30,202.42731879191354
2,42,6,10,8.888086148664863
2,26,14,8,-1.5332771093695468
2,22,0,18,-0.7093341854488149
2,18,2,2,0.32673657613310253
2,14,20,6,0.691850871481669
2,10,40,0,93.64792674918526
2,8,28,14,-0.1872386461202469
2,4,30,24,245.20772098197173
0,30,10,10,29.92530502351101
0,26,0,22,300.94948228664407
0,24,18,16,140.86416068621563
0,20,4,20,0.38810732718515334
0,16,30,6,169.69804534239142
0,14,20,24,55.67442539007211
0,8,6,42,-1.6498188855813976
0,6,6,44,0.2549503354314151
0,6,0,36,4.51525294772618
0,4,16,40,64.53352063573156
0,2,32,8,191.02150646608587
0,2,6,24,-0.1003857402913189
0,0,28,12,28.771470698517447
0,0,16,4,50.06583933623708
0,0,6,54,39.30541351291397
0,0,0,0,103.91641323608502
